STATE,DISTRICT,BLOCK,LOCATION,Latitude,Longitude,Year,pH,EC,CO3,Cl,SO4,TH,Ca,Mg,Na,TDS,Temperature,St Temp,St Ph,St Ec,St CO3,St CL,St SO4,St TH,St CA,St Mg,St Na,St TDS,WQI
Jammu & Kashmir,REASI,REASI,Reasi,33.0917,74.8333,2021,7.9,918,0,22.4,12.1,541.782,88,78,17.1,569.16,29.54684201,25,8.5,300,250,250,250,500,75,30,200,500,100.5508274
Jammu & Kashmir,KATHUA,BILLAWAR,Nagrota?Gujroo,32.6464,75.3939,2021,7.19,1280,0,115.6,63.1,430.116,110,37.6,111.4,793.6,31.60893366,25,8.5,300,250,250,250,500,75,30,200,500,109.9720244
Jammu & Kashmir,Rajouri,Quilla Darhal,Lam,33.2497,74.1269,2021,7.88,516,0,25.4,48.3,267.894,79.6,16.7,12.8,319.92,32.52491868,25,8.5,300,250,250,250,500,75,30,200,500,61.45537649
Jammu & Kashmir,Jammu,Marh,Gho Manhasan (Talab Tillo),32.7228,74.7394,2021,8.45,926,39.06,55.5,116.2,442.148,86.1,55,37.8,574.12,20.45004015,25,8.5,300,250,250,250,500,75,30,200,500,99.24767521
Jammu & Kashmir,Jammu,AKHNOOR,Gura (Akhnoor),32.8833,74.7056,2021,7.3,770,0,20.4,22.8,378.59,91.7,36.2,18.3,477.4,30.91988272,25,8.5,300,250,250,250,500,75,30,200,500,76.44613917
Jammu & Kashmir,Jammu,Khour,Sainth,32.7739,74.5083,2021,8.32,599,39.06,17.4,27.8,310.194,98.5,15.5,18.1,371.38,26.50549941,25,8.5,300,250,250,250,500,75,30,200,500,68.70522403
Jammu & Kashmir,JAMMU,JAMMU,Karnail Chak,32.7061,74.8217,2021,8.32,397,26.04,9.8,14.7,157.582,36.3,16.2,9.2,246.14,21.13240899,25,8.5,300,250,250,250,500,75,30,200,500,46.6203063
Jammu & Kashmir,SAMBA,SAMBA,Upperla Kanhal,32.6439,74.8833,2021,8.32,1372,39.06,80.9,45.2,306.766,60,38,127.5,850.64,31.06097158,25,8.5,300,250,250,250,500,75,30,200,500,112.5035533
Jammu & Kashmir,Kathua,Hiranagar,Nichla,32.5597,75.2542,2021,8.35,348,13.02,6.8,7.2,141.741,43,8.3,7.7,215.76,24.13795873,25,8.5,300,250,250,250,500,75,30,200,500,43.06454863
Jammu & Kashmir,Kathua,Hiranagar,Patyari,32.5472,75.2653,2021,8.42,623,13.02,21.3,13.7,224.67,60,18.1,21.7,386.26,21.51590917,25,8.5,300,250,250,250,500,75,30,200,500,61.90675485
Jammu & Kashmir,Samba,Samba,Benglar,32.4944,75.0625,2021,8.22,1111,0,62.5,79.2,224.639,32.1,35,144.3,688.82,26.65899579,25,8.5,300,250,250,250,500,75,30,200,500,93.57191968
Jammu & Kashmir,Kathua,Hiranagar,LaleChak,32.4542,75.1978,2021,8.56,538,13.02,35.2,21.4,153.507,35,16,25.1,333.56,26.3838218,25,8.5,300,250,250,250,500,75,30,200,500,56.97091096
Jammu & Kashmir,Kathua,Hiranagar,DulmeChak,32.4333,75.1833,2021,8.34,431,13.02,5.6,4.7,210.32,53.6,18.5,18,267.22,27.69028807,25,8.5,300,250,250,250,500,75,30,200,500,53.70277142
Jammu & Kashmir,Kathua,Hiranagar,Chan Khatriya,32.4875,75.2458,2021,8.39,282,26.04,8.6,9.1,154.953,50.1,7.2,11.8,174.84,23.68751378,25,8.5,300,250,250,250,500,75,30,200,500,41.96102925
Jammu & Kashmir,Baramula,Gulmerg,Aripattan,34.2275,74.5778,2021,8.35,659,26.04,12.9,2.8,177.545,42.8,17.1,66.9,408.58,21.7347907,25,8.5,300,250,250,250,500,75,30,200,500,61.64031783
Jammu & Kashmir,Pulwama,Pulwama,Sambura Kakapora,33.9564,74.9256,2021,6.97,965,0,29.6,31.9,332.911,89.6,26.4,25.2,598.3,22.28176399,25,8.5,300,250,250,250,500,75,30,200,500,76.33659903
Jammu & Kashmir,SAMBA,SAMBA,Gho Brahmna,32.55,74.9583,2021,8.49,1870,39.06,216.8,181.5,479.481,17.7,105.5,162.3,1159.4,28.23002652,25,8.5,300,250,250,250,500,75,30,200,500,163.1566945
Jammu & Kashmir,BARAMULA,ROHAMA,Hadipora,34.291389,74.390833,2021,8.36,896,13.02,118.4,56.5,346.648,97.9,24.7,55.7,555.52,32.41498504,25,8.5,300,250,250,250,500,75,30,200,500,92.30104911
Jammu & Kashmir,KUPWARA,RAJWAR,Palpoora,34.341111,74.357778,2021,7.1,310,0,13.8,7.38,137.88,37,11,18,192.2,30.11581024,25,8.5,300,250,250,250,500,75,30,200,500,36.35920372
Jammu & Kashmir,KUPWARA,HANDWARA,HandwaraAlmustafa Colony,34.404444,74.278333,2021,6.8,410,0,28.6,16.5,158.117,44.6,11.3,23.6,254.2,23.31365989,25,8.5,300,250,250,250,500,75,30,200,500,38.72951875
Jammu & Kashmir,KUPWARA,KUPWARA,Bramri,34.466111,74.278333,2021,6.95,980,0,127.6,58.6,284.427,57.5,34.1,84.3,607.6,27.90309212,25,8.5,300,250,250,250,500,75,30,200,500,83.66494865
Jammu & Kashmir,KATHUA,KATHUA,KerianGandyal II,32.296389,75.519444,2021,7.55,600,0,16.6,29.7,195.969,50.5,16.9,13.8,372,30.27301319,25,8.5,300,250,250,250,500,75,30,200,500,56.40356237
Jammu & Kashmir,KATHUA,KATHUA,KerianRamnagar,32.280833,75.514444,2021,7.32,772,0,10.4,84.7,276.722,72.9,22.9,11.4,478.64,20.62395827,25,8.5,300,250,250,250,500,75,30,200,500,66.31893028
Jammu & Kashmir,KATHUA,KATHUA,NankeChak,32.380833,75.4675,2021,6.9,248,0,14.6,23.9,139.653,42,8.4,11.8,153.76,28.70909674,25,8.5,300,250,250,250,500,75,30,200,500,32.25627154
Jammu & Kashmir,KATHUA,HIRANAGAR,Raghu Chak,32.486111,75.204167,2021,7.39,463,0,10.2,12.6,171.881,44,15,0.36,287.06,26.58734169,25,8.5,300,250,250,250,500,75,30,200,500,45.13068789
Jammu & Kashmir,KATHUA,HIRANAGAR,Chakara,32.671944,75.202778,2021,7.7,286,0,8.1,18.6,133.215,41.9,6.9,14.5,177.32,32.00460284,25,8.5,300,250,250,250,500,75,30,200,500,38.99291618
Jharkhand,Gumla,Bharno,Bharno,23.23,84.88,2021,8.17,176,0,28,7.32,45,12,3.65,16,114,33.73488168,25,8.5,300,250,250,250,500,75,30,200,500,32.15462364
Jharkhand,Gumla,Ghaghra,Adar,23.31,84.37,2021,7.76,285,0,21,11,90,24,7.29,17,185,27.13006614,25,8.5,300,250,250,250,500,75,30,200,500,35.16244829
Jharkhand,Gumla,Gumla,Gumla 1,23.04,84.55,2021,8.19,148,0,21,4.9,45,16,1.22,10,96,21.67566664,25,8.5,300,250,250,250,500,75,30,200,500,25.8481212
Jharkhand,Gumla,Raidih,Kashir,23.05,84.35,2021,8.14,140,0,11,18,60,20,2.43,4.5,91,32.8413102,25,8.5,300,250,250,250,500,75,30,200,500,30.25896128
Jharkhand,Gumla,Chainpur,Chainpur 1,23.14,84.19,2021,7.83,893,0,110,42,260,76,17,74,580,29.27609782,25,8.5,300,250,250,250,500,75,30,200,500,81.26403557
Jharkhand,Ramgarh,Patratu,Bhukunda,23.51,85.05,2021,7.32,1020,0,89,155,325,104,16,74,663,27.37765414,25,8.5,300,250,250,250,500,75,30,200,500,90.4585409
Jharkhand,Ramgarh,Ramgarh,Barkakana,23.36,85.29,2021,7.58,1168,0,114,146,330,110,13,115,759,32.36883235,25,8.5,300,250,250,250,500,75,30,200,500,102.4341209
Jharkhand,Ramgarh,Mandu,Sirka(Bazartarn),23.38,85.26,2021,7.43,1014,0,99,154,275,82,17,94,659,27.10708231,25,8.5,300,250,250,250,500,75,30,200,500,88.73590872
Jharkhand,Bokaro,Chas,Bijulia,23.4,86.16,2021,7.31,1762,0,249,154,635,176,47,116,1145,21.56047461,25,8.5,300,250,250,250,500,75,30,200,500,150.9795665
Jharkhand,Bokaro,Chas,Pindrajora,23.32,86.1,2021,7.2,2060,0,369,154,445,150,17,246,1339,31.47469563,25,8.5,300,250,250,250,500,75,30,200,500,161.0514045
Jharkhand,Bokaro,Chas,Pupunki,23.42,86.12,2021,7.54,723,0,67,126,260,70,21,41,470,33.80991363,25,8.5,300,250,250,250,500,75,30,200,500,74.47936253
Jharkhand,Bokaro,Chandankiyari,Laghla,23.37,86.23,2021,7.3,1766,0,266,126,610,162,50,116,1148,26.00718862,25,8.5,300,250,250,250,500,75,30,200,500,151.0692807
Jharkhand,Bokaro,Chandankiyari,Chandra,23.36,86.18,2021,7.41,462,0,28,85,120,40,4.86,42,300,30.59329416,25,8.5,300,250,250,250,500,75,30,200,500,47.5854403
Jharkhand,Bokaro,peterwar,peterwar,23.4,85.5,2021,7.67,771,0,135,75,240,78,11,61,501,33.16059387,25,8.5,300,250,250,250,500,75,30,200,500,76.15233716
Jharkhand,Bokaro,Bermo,Bermo/phusro,23.43,86.07,2021,7.4,1536,0,213,120,510,116,53,116,998,22.83293236,25,8.5,300,250,250,250,500,75,30,200,500,132.1937936
Jharkhand,Bokaro,Chas,Bokaro rly station,23.39,86.05,2021,7.44,1418,0,220,132,325,94,22,175,922,30.12129177,25,8.5,300,250,250,250,500,75,30,200,500,118.0774394
Jharkhand,Hazaribag,Barakatha,Barakatha,24.1,85.36,2021,7.56,668,0,99,65,180,72,30,40,434,21.56267046,25,8.5,300,250,250,250,500,75,30,200,500,68.24097108
Jharkhand,Hazaribag,Hazaribag,Botom bajar,23.57,85.22,2021,7.43,1123,0,121,87,250,50,30,116,730,21.35153969,25,8.5,300,250,250,250,500,75,30,200,500,90.20662049
Jharkhand,Hazaribag,Hazaribag,Habibnagar,23.57,85.22,2021,7.41,1076,0,245,87,350,90,30,76,699,20.55154644,25,8.5,300,250,250,250,500,75,30,200,500,97.16419871
Jharkhand,Hazaribag,Hazaribag,Hazaribag,23.58,85.2,2021,7.43,564,0,82,44,140,38,11,59,367,24.82169651,25,8.5,300,250,250,250,500,75,30,200,500,53.14425328
Jharkhand,Hazaribag,Keredari,Keredari,23.57,85.03,2021,7.29,1295,0,273,91,575,178,32,29,842,25.06757,25,8.5,300,250,250,250,500,75,30,200,500,121.7063891
Jharkhand,Hazaribag,Hazaribag sadar,Fasi well (near old bus stand),23.57,85.21,2021,7.44,961,0,89,81,280,72,28,73,625,20.31888645,25,8.5,300,250,250,250,500,75,30,200,500,82.34323144
Jharkhand,Hazaribag,Hazaribag sadar,Sindur,23.58,85.23,2021,7.4,1496,0,259,106,530,158,33,77,972,24.85779045,25,8.5,300,250,250,250,500,75,30,200,500,130.0301056
Jharkhand,Hazaribag,Bishnugarh,Tatijhariya,24.01,85.37,2021,7.71,453,0,53,50,150,46,9,39,294,20.37051073,25,8.5,300,250,250,250,500,75,30,200,500,47.33170087
Jharkhand,Hazaribag,Chowparan,Chowparan,24.23,85.15,2021,7.27,1695,0,437,126,675,90,109,75,1102,33.12901333,25,8.5,300,250,250,250,500,75,30,200,500,165.177217
Jharkhand,Lohardaga,Lohardaga,Lohardaga (Barwa ToliChowk),23.25,84.4,2021,8.1,387,0,39,11,150,46,8.51,15,252,31.48616991,25,8.5,300,250,250,250,500,75,30,200,500,47.80709209
Jharkhand,Lohardaga,Bhandara,Bhandra,23.21,84.46,2021,8.23,230,0,18,11,85,26,4.86,11,150,23.26630329,25,8.5,300,250,250,250,500,75,30,200,500,33.3362315
Jharkhand,Lohardaga,Kuru,Hinjela,23.32,84.5,2021,7.84,306,0,32,7.56,105,36,3.65,15,199,22.01818556,25,8.5,300,250,250,250,500,75,30,200,500,35.48758263
Jharkhand,Lohardaga,Lohardaga,Iragaon,23.25,84.46,2021,8,124.8,0,11,3.23,50,10,6.08,3.9,81,32.14677181,25,8.5,300,250,250,250,500,75,30,200,500,27.66325036
Jharkhand,Lohardaga,Kisko,Kisko I,23.51,84.66,2021,7.75,212,0,28,5.67,80,16,9.72,9.12,138,29.96028394,25,8.5,300,250,250,250,500,75,30,200,500,32.35173961
Jharkhand,Lohardaga,Kuru,Kuru (New),23.32,84.48,2021,7.6,776,0,124,14,300,50,43,32,504,23.69848797,25,8.5,300,250,250,250,500,75,30,200,500,75.95096532
Jharkhand,Lohardaga,Lohardaga,Lohardaga (Patra Toli chowk),23.28,84.42,2021,7.65,612,0,82,27,240,64,19,27,398,22.54084813,25,8.5,300,250,250,250,500,75,30,200,500,60.98758114
Jharkhand,Lohardaga,Lohardaga,Lohardaga (PWD IB),23.28,84.42,2021,7.69,540,0,36,18,210,54,18,17,351,27.0958417,25,8.5,300,250,250,250,500,75,30,200,500,55.33485153
Jharkhand,Lohardaga,Kuru,Rudh I,23.33,84.48,2021,7.6,518,0,110,16,120,32,9.72,51,337,31.51679037,25,8.5,300,250,250,250,500,75,30,200,500,52.82731771
Jharkhand,Ranchi,Angara,Angara,23.23,85.31,2021,7.91,458,0,25,9.8,190,40,22,11,298,20.08752552,25,8.5,300,250,250,250,500,75,30,200,500,48.85182746
Jharkhand,Ranchi,Angarga,Gondalipokhar,23.24,85.29,2021,7.83,741,0,121,67,215,52,21,60,482,26.0978874,25,8.5,300,250,250,250,500,75,30,200,500,71.87801966
Jharkhand,Ranchi,Ratu,Hurhuri,23.26,85.13,2021,7.5,602,0,96,35,200,40,24,36,391,24.67540921,25,8.5,300,250,250,250,500,75,30,200,500,59.51227002
Jharkhand,Ranchi,Itki,Itki,23.2,85.06,2021,7.56,365,0,60,9.83,150,38,13,11,237,29.83467155,25,8.5,300,250,250,250,500,75,30,200,500,43.92460784
Jharkhand,Ranchi,Kanke,Kanke,23.24,85.18,2021,7.95,517,0,53,59,190,46,18,41,336,25.38853384,25,8.5,300,250,250,250,500,75,30,200,500,57.18673958
Jharkhand,Ranchi,Ormanjhi,Ormanjhi,23.19,85.29,2021,7.84,398,0,46,48,135,40,8.51,18,259,24.80951278,25,8.5,300,250,250,250,500,75,30,200,500,45.00042889
Jharkhand,Ranchi,Kanke,Pithauria,23.31,85.17,2021,7.96,772,0,92,46,240,58,23,60,502,23.2434895,25,8.5,300,250,250,250,500,75,30,200,500,72.90066285
Jharkhand,Ranchi,Tamar,Rangmati,23.22,85.49,2021,7.98,1024,0,107,93,335,78,34,65,666,22.55805069,25,8.5,300,250,250,250,500,75,30,200,500,93.35747298
Jharkhand,Ranchi,Namkum,Sirhamtoli,23.21,85.19,2021,7.83,1012,0,121,76,305,54,41,73,658,23.38701787,25,8.5,300,250,250,250,500,75,30,200,500,91.16194589
Jharkhand,Ranchi,Namkum,Sitiopokhar,23.17,85.16,2021,7.8,295,0,28,28,75,16,8.51,19,192,26.7026195,25,8.5,300,250,250,250,500,75,30,200,500,35.77064952
Jharkhand,Ranchi,Chanho,Sons Bazar,23.31,84.57,2021,7.7,1014,0,156,65,355,86,34,52,659,28.94683564,25,8.5,300,250,250,250,500,75,30,200,500,95.05945538
Jharkhand,Ranchi,Kanke,Daily marker (Near Thana),23..02,85.01,2021,8.1,1280,0,188,90,395,84,45,81,832,22.47085847,25,8.5,300,250,250,250,500,75,30,200,500,113.5439485
Jharkhand,Ranchi,Namkum,Chuiya(Sani mandir),23.02,85.02,2021,7.82,741,0,75,67,200,54,16,65,482,22.86333152,25,8.5,300,250,250,250,500,75,30,200,500,67.65030237
Jharkhand,Ranchi,Namkum,Tatisilway,23.02,85.02,2021,7.7,552,0,57,57,160,40,15,37,359,21.06740616,25,8.5,300,250,250,250,500,75,30,200,500,53.28814769
Jharkhand,Ranchi,Ormanjhi,Hombai B.I.T,23.02,85.02,2021,7.67,775,0,163,35,200,56,15,80,504,20.3267141,25,8.5,300,250,250,250,500,75,30,200,500,69.90668392
Jharkhand,Ranchi,Kanke,Vivakand Ashram,23.02,85.02,2021,7.55,881,0,128,84,270,54,33,75,573,29.79569252,25,8.5,300,250,250,250,500,75,30,200,500,83.8560094
Jharkhand,Ranchi,Ormanjhi,Hochar,23.02,85.02,2021,7.64,423,0,36,42,160,26,23,16,275,20.0272763,25,8.5,300,250,250,250,500,75,30,200,500,45.57355502
Jharkhand,Ranchi,Namkum,Manitola,23.01,85.01,2021,7.79,553,0,46,41,200,52,17,24,359,20.97553981,25,8.5,300,250,250,250,500,75,30,200,500,55.04565084
Jharkhand,Ranchi,Namkum,Hanuman Mandir (near AG offi,23.02,85.01,2021,7.78,582,0,50,63,225,48,26,24,378,23.17980755,25,8.5,300,250,250,250,500,75,30,200,500,60.65326335
Jharkhand,Ranchi,Namkum,Bridge Ford School,23.01,85.01,2021,7.46,360,0,32,46,90,22,8.51,36,234,26.90297858,25,8.5,300,250,250,250,500,75,30,200,500,39.08896191
Kerala,Ernakkulam,Vadavucode,Aikranad,10.0153,76.4278,2021,6.11,38,0,5,1.9,2.1,1,2,5.8,803.5824542,22.62772931,25,8.5,300,250,250,250,500,75,30,200,500,19.87643104
Kerala,Ernakkulam,Angamali,Angamali,10.1903,76.3875,2021,7.03,240,0,23.5,14,37.5,6.4,5.25,21.6,803.5824542,30.42154557,25,8.5,300,250,250,250,500,75,30,200,500,38.52145513
Kerala,Ernakkulam,Angamali,Chulli R1,10.2486,76.4708,2021,7.91,51,0,8.7,1.8,15,3.4,1.6,10.2,803.5824542,32.44507061,25,8.5,300,250,250,250,500,75,30,200,500,35.48455515
Kerala,Ernakkulam,Vypin,Edavanakkad,10.0917,76.2083,2021,8.25,340,0,16.1,3,113,45,0.338,14.6,803.5824542,24.69246344,25,8.5,300,250,250,250,500,75,30,200,500,50.43815254
Kerala,Ernakkulam,Angamali,Karukutty,9.8833,76.55,2021,8.23,147,0,18,2.8,21.4,5,2.18,19,803.5824542,22.57697119,25,8.5,300,250,250,250,500,75,30,200,500,38.00524627
Kerala,Ernakkulam,Kothamangalam,Kothamangalam,9.8667,76.575,2021,7.93,420,0,32,8.8,75,30,0.144,29,803.5824542,20.68946569,25,8.5,300,250,250,250,500,75,30,200,500,48.34312305
Kerala,Ernakkulam,Kothamangalam,Kothamangalam,10.0672,76.6281,2021,7.91,184,0,11.3,17.2,94,13.6,14.65,15.3,803.5824542,21.95187394,25,8.5,300,250,250,250,500,75,30,200,500,43.21278666
Kerala,Ernakkulam,Alangad,Kottapuram 2,10.1278,76.3,2021,7.92,78,0,10.4,1.3,19.3,6.8,0.59,12.3,803.5824542,33.81426976,25,8.5,300,250,250,250,500,75,30,200,500,37.18456696
Kerala,Ernakkulam,Palluruthy,Kumbalangi,9.8631,76.2911,2021,8.25,690,0,52.1,11.6,273,77,19.9,46.8,803.5824542,31.40524289,25,8.5,300,250,250,250,500,75,30,200,500,79.28643598
Kerala,Ernakkulam,Angamali,Malayatoor,10.1833,76.5333,2021,8.18,120,0,10.7,8.5,42.8,8.5,5.28,11.8,803.5824542,30.8416095,25,8.5,300,250,250,250,500,75,30,200,500,41.25662989
Kerala,Ernakkulam,Vypin,Munambam R1,10.1722,76.1722,2021,8.15,330,0,14,11.4,177,53.5,10.7,12.6,803.5824542,24.91754623,25,8.5,300,250,250,250,500,75,30,200,500,55.08303113
Kerala,Ernakkulam,Paravur,North Paravoor,10.1833,76.2167,2021,8.11,480,0,48.7,5.4,139,47.2,5.33,36.1,803.5824542,20.85079952,25,8.5,300,250,250,250,500,75,30,200,500,56.93724445
Kerala,Ernakkulam,Kothamangalam,Pothanicad,10.0056,76.7083,2021,7.94,200,0,13.7,10.8,70,19.2,5.44,15.7,803.5824542,32.82011785,25,8.5,300,250,250,250,500,75,30,200,500,45.15578445
Kerala,Ernakkulam,Vazhakulam,Vazhakulam North,10.1306,76.4,2021,8.15,230,0,19.2,5.5,91,19,10.6,20.1,803.5824542,31.47122419,25,8.5,300,250,250,250,500,75,30,200,500,48.97558069
Kerala,Kozhikode,Perambra,Koothali,11.602413,75.812432,2021,6.93,61,0,5.57,1.73,39.1,11.84,2.34,4.65,803.5824542,21.72698781,25,8.5,300,250,250,250,500,75,30,200,500,27.26752504
Kerala,Kozhikode,Kozhikode,Kozhikode,11.252895,75.791562,2021,9.73,280,12,29.84,16.96,150.6,54.8,3.38,17.38,803.5824542,30.05884796,25,8.5,300,250,250,250,500,75,30,200,500,63.90441358
Kerala,Kozhikode,Kunnamangalam,Mavoor II,11.25096,75.84118,2021,7.13,142,0,9.7,3.14,39.6,11.38,2.72,13.61,803.5824542,24.64333918,25,8.5,300,250,250,250,500,75,30,200,500,32.67189523
Kerala,Kozhikode,Koduvalli,Thamarasseri,11.423685,75.93786,2021,7.81,133,0,19.1,4.23,77.1,25.68,3.17,11.13,803.5824542,33.7950608,25,8.5,300,250,250,250,500,75,30,200,500,42.66852128
Kerala,Idukki,Elamdesom,Chinikuzhi,9.915,76.88,2021,7.02,113,0,5.9,4.35,10,4,0.1,10.2,803.5824542,24.7980541,25,8.5,300,250,250,250,500,75,30,200,500,28.70685217
Kerala,Idukki,Thodupuzha,Chittur,9.9103,76.67,2021,7.04,45,0,5.48,2.14,20,4,2.43,8.66,803.5824542,28.92383954,25,8.5,300,250,250,250,500,75,30,200,500,28.98998627
Kerala,Idukki,Azhutha,Elapara,9.633,76.98,2021,6.86,230,0,24.4,7.96,55,20,1.24,18.1,803.5824542,32.2397991,25,8.5,300,250,250,250,500,75,30,200,500,38.25482005
Kerala,Idukki,Kattappana,Erattayar,9.79,77.1,2021,6.84,360,0,35.9,15.2,25,8,1.22,62.3,803.5824542,29.38173138,25,8.5,300,250,250,250,500,75,30,200,500,41.71818937
Kerala,Idukki,Thodupuzha,Karimkunnam1,9.853,76.67,2021,7.08,300,0,25.86,15.3,75,24,3.67,22.7,803.5824542,32.86830348,25,8.5,300,250,250,250,500,75,30,200,500,44.05185195
Kerala,Idukki,Azhutha,kuttikanam1,9.558,76.97,2021,7.76,220,0,39,4.4,45,14,2.4,27.95,803.5824542,23.05259501,25,8.5,300,250,250,250,500,75,30,200,500,40.35713978
Kerala,Idukki,Kattappana,Vandanmedu,9.733,77.16,2021,7.8,187,0,24.1,6.4,45,16,13,18.5,803.5824542,20.01420326,25,8.5,300,250,250,250,500,75,30,200,500,41.05060338
Kerala,Idukki,Devikulam,NirmalaCity,9.783,77.0732,2021,7.56,54,0,3.2,3.64,25,6,2.4,5.7,803.5824542,31.61487089,25,8.5,300,250,250,250,500,75,30,200,500,33.55411888
Kerala,Palakkad,Alathur,Athipeta,10.66,76.48,2021,7.89,640,0,68.5,22.53,200.5,38.2,25.59,40.47,803.5824542,26.28070454,25,8.5,300,250,250,250,500,75,30,200,500,70.135119
Kerala,Palakkad,Tirthala,Chalissery,10.73,76.09,2021,8,170,0,24.3,9.38,43.7,9.5,4.88,19.7,803.5824542,29.05202069,25,8.5,300,250,250,250,500,75,30,200,500,41.93211275
Kerala,Palakkad,Attapadi,Chavadiyar,11.15,76.66,2021,7.6,910,0,20.1,22.09,335,34.6,60.4,46.7,803.5824542,27.57730031,25,8.5,300,250,250,250,500,75,30,200,500,88.09560837
Kerala,Palakkad,Sreekrishnapuram,Cherupulassery,10.88,76.32,2021,7.73,330,0,34.9,20.37,97.4,22.8,9.86,28.46,803.5824542,21.02460135,25,8.5,300,250,250,250,500,75,30,200,500,47.50602087
Kerala,Palakkad,Chittur,Chittor,10.69,76.75,2021,7,320,0,17.7,8.15,135,45.7,5.2,32.1,803.5824542,24.62264873,25,8.5,300,250,250,250,500,75,30,200,500,45.2300381
Kerala,Palakkad,MALAMPUZHA,Chullimada,10.8,76.77,2021,8.29,290,0,13.48,8.54,128,22,17.82,24.04,803.5824542,28.4138473,25,8.5,300,250,250,250,500,75,30,200,500,53.83635273
Kerala,Palakkad,Mannarkkad,Kalladikkode,10.89,76.53,2021,3.41,320,0,27.7,39.7,21.6,5.2,2.11,32,803.5824542,25.51237737,25,8.5,300,250,250,250,500,75,30,200,500,17.39509094
Kerala,Palakkad,Malampuzha,Kanjikkode,10.79,76.74,2021,8.09,1400,0,158.7,45.15,249,42.2,35.1,140.2,803.5824542,21.78028006,25,8.5,300,250,250,250,500,75,30,200,500,105.6252374
Kerala,Palakkad,Kuzhalmannom,Kozhippara,10.79,76.83,2021,7.9,1260,0,158.8,48,385,32.5,74.1,159.8,803.5824542,31.67921144,25,8.5,300,250,250,250,500,75,30,200,500,117.9442427
Kerala,Palakkad,Palakkad,Kuzhalmannom,10.7,76.59,2021,8.18,630,0,64.2,35.2,251,48.6,31.7,56.3,803.5824542,21.10102717,25,8.5,300,250,250,250,500,75,30,200,500,74.76035753
Kerala,Palakkad,Nenmara,Nadupuni,10.72,76.88,2021,8.25,1740,0,193.1,236.4,494,86.6,67.7,222,803.5824542,21.74860323,25,8.5,300,250,250,250,500,75,30,200,500,148.5252337
Kerala,Palakkad,Ottapalam,Nenmara,10.59,76.6,2021,8.55,500,6,34.1,33.3,143,41,10,20,803.5824542,25.74292277,25,8.5,300,250,250,250,500,75,30,200,500,62.69528927
Kerala,Palakkad,Kollengode,Pudunagaram,10.68,76.68,2021,7.97,960,0,75,30.7,248,59,24.7,82.5,803.5824542,25.57685631,25,8.5,300,250,250,250,500,75,30,200,500,85.62005298
Kerala,Palakkad,Attapadi,Thavalam,11.084,76.58,2021,8.03,300,0,13.6,22.4,151,28.9,19.4,26.3,803.5824542,25.74421021,25,8.5,300,250,250,250,500,75,30,200,500,53.93727258
Kerala,Palakkad,Tirthala,Thirthala,10.803,76.12,2021,8.09,590,0,0.78,63.7,238,54.7,24.8,43,803.5824542,20.86197875,25,8.5,300,250,250,250,500,75,30,200,500,69.45361265
Kerala,Palakkad,Alathur,Vadakkanchery,10.59,76.48,2021,8.4,640,6,73.1,34.8,268,59.6,29.1,54.8,803.5824542,33.20488263,25,8.5,300,250,250,250,500,75,30,200,500,82.11175952
Kerala,Trissur,Mala,Annamanada,9.915,76.88,2021,6.86,200,0,29.8,3.3,39,5.4,6.1,20,803.5824542,32.68671385,25,8.5,300,250,250,250,500,75,30,200,500,37.03363754
Kerala,Trissur,Pazhayannur,Chelakkara,9.79,77.1,2021,8.03,460,0,36.9,14.1,190.7,14.3,3.7,34.7,803.5824542,21.88376184,25,8.5,300,250,250,250,500,75,30,200,500,52.5037762
Kerala,Trissur,Pazhayannur,Cheruthuruthy,9.974,76.78,2021,8.27,310,0,19.5,11.3,144.6,12.6,2.7,21.5,803.5824542,20.03182057,25,8.5,300,250,250,250,500,75,30,200,500,46.05761574
Kerala,Trissur,Thalikulam,Engadiyur,9.733,77.09,2021,8.07,300,0,14,13.8,49.5,1.71,11,17.4,803.5824542,23.31990762,25,8.5,300,250,250,250,500,75,30,200,500,44.9087383
Kerala,Trissur,Irinjalakkuda,Irinjalakkuda,9.93,76.7,2021,8,220,0,16.4,23.1,66.5,13.95,7.7,13.6,803.5824542,24.7166413,25,8.5,300,250,250,250,500,75,30,200,500,43.61361116
Kerala,Trissur,Puzhakkal,Kecheri,9.779,76.87,2021,7.8,340,0,47.6,2.4,67.7,7.45,11.9,39.3,803.5824542,22.21732493,25,8.5,300,250,250,250,500,75,30,200,500,47.18567793
Kerala,Trissur,Kodungallur Municipality,Kodungalloor,10.08,77.07,2021,8.55,780,4,53.9,46.6,122.6,30.3,11.4,58.9,803.5824542,25.08406137,25,8.5,300,250,250,250,500,75,30,200,500,72.59600633
Kerala,Trissur,Ollurkkara,Mannamangalam,9.567,77.1,2021,7.82,53,0,5.2,15.8,47.1,8,7.04,8.5,803.5824542,21.80557444,25,8.5,300,250,250,250,500,75,30,200,500,34.22504139
Kerala,Trissur,Puzhakkal,Mulangunnathukavu,9.708,77.05,2021,7.56,250,0,21.2,15.2,76.5,10.4,11.2,21.6,803.5824542,31.85209897,25,8.5,300,250,250,250,500,75,30,200,500,45.51377758
